20,3,1865.0,343.0,54.0,397.0,1,-1,-1,-1
23,5,1330.0,470.0,76.0,185.0,1,-1,-1,-1
35,3,1340.0,467.0,77.0,192.0,1,-1,-1,-1
36,3,1311.0,541.0,48.0,123.0,1,-1,-1,-1
58,3,486.0,257.0,241.0,591.0,1,-1,-1,-1
60,4,1344.0,473.0,67.0,185.0,1,-1,-1,-1
62,4,1344.0,473.0,69.0,186.0,1,-1,-1,-1
63,2,1516.0,346.0,208.0,457.0,1,-1,-1,-1
63,4,1342.0,473.0,69.0,185.0,1,-1,-1,-1
64,4,1342.0,471.0,69.0,185.0,1,-1,-1,-1
65,4,1342.0,471.0,68.0,184.0,1,-1,-1,-1
66,0,629.0,278.0,267.0,559.0,1,-1,-1,-1
66,4,1342.0,472.0,69.0,184.0,1,-1,-1,-1
67,0,634.0,286.0,280.0,552.0,1,-1,-1,-1
67,4,1343.0,472.0,69.0,184.0,1,-1,-1,-1
68,0,637.0,296.0,285.0,530.0,1,-1,-1,-1
68,4,248.0,479.0,86.0,230.0,1,-1,-1,-1
70,0,414.0,433.0,108.0,285.0,1,-1,-1,-1
71,5,1341.0,471.0,70.0,185.0,1,-1,-1,-1
72,5,1341.0,472.0,70.0,185.0,1,-1,-1,-1
73,2,746.0,284.0,197.0,529.0,1,-1,-1,-1
73,5,1341.0,471.0,71.0,184.0,1,-1,-1,-1
74,2,1503.0,341.0,182.0,490.0,1,-1,-1,-1
74,5,1341.0,472.0,70.0,185.0,1,-1,-1,-1
75,5,1342.0,471.0,70.0,185.0,1,-1,-1,-1
76,2,414.0,442.0,116.0,266.0,1,-1,-1,-1
76,5,1342.0,469.0,70.0,185.0,1,-1,-1,-1
77,5,1342.0,470.0,71.0,186.0,1,-1,-1,-1
78,5,1343.0,471.0,71.0,184.0,1,-1,-1,-1
79,5,1343.0,471.0,71.0,185.0,1,-1,-1,-1
80,1,429.0,434.0,98.0,273.0,1,-1,-1,-1
80,5,1343.0,469.0,71.0,187.0,1,-1,-1,-1
81,2,436.0,435.0,91.0,270.0,1,-1,-1,-1
81,5,1343.0,469.0,72.0,185.0,1,-1,-1,-1
82,1,831.0,304.0,264.0,497.0,1,-1,-1,-1
82,5,1341.0,472.0,71.0,182.0,1,-1,-1,-1
83,5,1341.0,476.0,72.0,181.0,1,-1,-1,-1
84,1,876.0,308.0,201.0,490.0,1,-1,-1,-1
84,5,1341.0,476.0,71.0,182.0,1,-1,-1,-1
85,1,912.0,299.0,176.0,485.0,1,-1,-1,-1
85,5,1341.0,475.0,71.0,180.0,1,-1,-1,-1
86,5,1340.0,476.0,68.0,179.0,1,-1,-1,-1
87,5,1340.0,477.0,67.0,178.0,1,-1,-1,-1
88,5,1340.0,477.0,69.0,178.0,1,-1,-1,-1
92,1,968.0,304.0,108.0,286.0,1,-1,-1,-1
93,1,227.0,489.0,105.0,287.0,1,-1,-1,-1
94,1,220.0,492.0,108.0,288.0,1,-1,-1,-1
95,1,334.0,460.0,100.0,274.0,1,-1,-1,-1
96,1,431.0,446.0,95.0,283.0,1,-1,-1,-1
96,2,1027.0,324.0,200.0,437.0,1,-1,-1,-1
97,1,478.0,428.0,94.0,285.0,1,-1,-1,-1
98,1,488.0,423.0,97.0,283.0,1,-1,-1,-1
98,2,1374.0,309.0,222.0,565.0,1,-1,-1,-1
99,1,470.0,427.0,99.0,282.0,1,-1,-1,-1
104,1,467.0,421.0,108.0,292.0,1,-1,-1,-1
104,2,1105.0,322.0,201.0,415.0,1,-1,-1,-1
105,1,465.0,422.0,109.0,293.0,1,-1,-1,-1
105,2,1342.0,320.0,215.0,579.0,1,-1,-1,-1
106,1,465.0,423.0,105.0,291.0,1,-1,-1,-1
107,1,469.0,424.0,104.0,291.0,1,-1,-1,-1
108,1,471.0,424.0,99.0,293.0,1,-1,-1,-1
109,1,476.0,424.0,97.0,296.0,1,-1,-1,-1
110,1,476.0,424.0,98.0,296.0,1,-1,-1,-1
111,1,475.0,423.0,98.0,299.0,1,-1,-1,-1
112,1,473.0,420.0,98.0,300.0,1,-1,-1,-1
113,1,469.0,419.0,102.0,303.0,1,-1,-1,-1
114,1,465.0,418.0,99.0,302.0,1,-1,-1,-1
115,1,465.0,418.0,99.0,303.0,1,-1,-1,-1
116,1,464.0,413.0,99.0,306.0,1,-1,-1,-1
161,3,1495.0,377.0,116.0,294.0,1,-1,-1,-1
172,3,363.0,393.0,261.0,464.0,1,-1,-1,-1
179,1,385.0,399.0,124.0,399.0,1,-1,-1,-1
181,1,882.0,7.0,367.0,1054.0,1,-1,-1,-1
183,1,1576.0,390.0,107.0,268.0,1,-1,-1,-1
187,2,630.0,395.0,148.0,416.0,1,-1,-1,-1
191,0,467.0,387.0,140.0,418.0,1,-1,-1,-1
192,2,1.0,247.0,150.0,715.0,1,-1,-1,-1
195,3,1411.0,442.0,88.0,231.0,1,-1,-1,-1
199,4,504.0,8.0,547.0,1056.0,1,-1,-1,-1
204,4,1528.0,427.0,72.0,223.0,1,-1,-1,-1
206,2,268.0,277.0,117.0,611.0,1,-1,-1,-1
208,2,1655.0,400.0,102.0,243.0,1,-1,-1,-1
212,4,1672.0,397.0,100.0,248.0,1,-1,-1,-1
213,4,1676.0,391.0,105.0,246.0,1,-1,-1,-1
214,4,1580.0,426.0,84.0,220.0,1,-1,-1,-1
216,4,757.0,360.0,137.0,436.0,1,-1,-1,-1
220,6,139.0,483.0,374.0,509.0,1,-1,-1,-1
