44,0,1593.0,354.0,189.32,429.61,1,-1,-1,-1
182,0,1409.0,500.0,67.474,153.11,1,-1,-1,-1
201,0,1430.0,488.0,87.838,199.32,1,-1,-1,-1
214,0,1444.0,438.0,113.37,257.27,1,-1,-1,-1
216,0,1444.0,438.0,113.37,257.27,1,-1,-1,-1
217,0,1444.0,438.0,113.37,257.27,1,-1,-1,-1
218,0,1462.0,438.0,113.37,257.27,1,-1,-1,-1
219,0,1462.0,438.0,113.37,257.27,1,-1,-1,-1
220,0,1462.0,438.0,113.37,257.27,1,-1,-1,-1
221,0,1462.0,438.0,113.37,257.27,1,-1,-1,-1
222,0,1462.0,438.0,113.37,257.27,1,-1,-1,-1
225,0,682.0,275.0,250.0,567.31,1,-1,-1,-1
227,0,724.0,283.0,226.74,514.53,1,-1,-1,-1
229,0,1504.0,463.0,103.17,234.13,1,-1,-1,-1
231,0,1497.0,438.0,113.37,257.27,1,-1,-1,-1
233,0,1497.0,438.0,113.37,257.27,1,-1,-1,-1
234,0,1497.0,438.0,113.37,257.27,1,-1,-1,-1
235,0,1514.0,438.0,113.37,257.27,1,-1,-1,-1
258,0,728.0,353.0,207.45,470.74,1,-1,-1,-1
263,0,792.0,353.0,207.45,470.74,1,-1,-1,-1
266,0,824.0,353.0,207.45,470.74,1,-1,-1,-1
276,0,1080.0,353.0,207.45,470.74,1,-1,-1,-1
278,0,1112.0,353.0,207.45,470.74,1,-1,-1,-1
279,0,1112.0,353.0,207.45,470.74,1,-1,-1,-1
280,0,1144.0,353.0,207.45,470.74,1,-1,-1,-1
281,0,1144.0,353.0,207.45,470.74,1,-1,-1,-1
282,0,1144.0,353.0,207.45,470.74,1,-1,-1,-1
283,0,1176.0,353.0,207.45,470.74,1,-1,-1,-1
284,0,1176.0,353.0,207.45,470.74,1,-1,-1,-1
285,0,1176.0,353.0,207.45,470.74,1,-1,-1,-1
288,0,1208.0,353.0,207.45,470.74,1,-1,-1,-1
290,0,1048.0,381.0,175.68,398.65,1,-1,-1,-1
292,0,1273.0,354.0,189.32,429.61,1,-1,-1,-1
293,0,1273.0,354.0,189.32,429.61,1,-1,-1,-1
294,0,1272.0,353.0,207.45,470.74,1,-1,-1,-1
294,1,1075.0,381.0,175.68,398.65,1,-1,-1,-1
295,0,1302.0,354.0,189.32,429.61,1,-1,-1,-1
296,0,1331.0,354.0,189.32,429.61,1,-1,-1,-1
297,0,1331.0,354.0,189.32,429.61,1,-1,-1,-1
298,0,1331.0,354.0,189.32,429.61,1,-1,-1,-1
299,0,1331.0,354.0,189.32,429.61,1,-1,-1,-1
300,0,1331.0,354.0,189.32,429.61,1,-1,-1,-1
301,0,1331.0,354.0,189.32,429.61,1,-1,-1,-1
302,0,1360.0,354.0,189.32,429.61,1,-1,-1,-1
311,0,1175.0,396.0,159.84,362.7,1,-1,-1,-1
312,0,1175.0,396.0,159.84,362.7,1,-1,-1,-1
313,0,1169.0,385.0,146.62,332.71,1,-1,-1,-1
314,0,1192.0,385.0,146.62,332.71,1,-1,-1,-1
315,0,1192.0,385.0,146.62,332.71,1,-1,-1,-1
320,0,1192.0,385.0,146.62,332.71,1,-1,-1,-1
321,0,1214.0,385.0,146.62,332.71,1,-1,-1,-1
322,0,1214.0,385.0,146.62,332.71,1,-1,-1,-1
322,1,1446.0,396.0,159.84,362.7,1,-1,-1,-1
323,0,1214.0,385.0,146.62,332.71,1,-1,-1,-1
323,1,1446.0,396.0,159.84,362.7,1,-1,-1,-1
324,0,1427.0,354.0,175.68,398.65,1,-1,-1,-1
324,1,1225.0,371.0,159.84,362.7,1,-1,-1,-1
325,0,1427.0,354.0,175.68,398.65,1,-1,-1,-1
326,0,1427.0,354.0,175.68,398.65,1,-1,-1,-1
327,0,1427.0,354.0,175.68,398.65,1,-1,-1,-1
328,0,1446.0,371.0,159.84,362.7,1,-1,-1,-1
329,0,1446.0,371.0,159.84,362.7,1,-1,-1,-1
330,0,1446.0,371.0,159.84,362.7,1,-1,-1,-1
330,1,1237.0,385.0,146.62,332.71,1,-1,-1,-1
331,0,1463.0,408.0,146.62,332.71,1,-1,-1,-1
331,1,1249.0,371.0,159.84,362.7,1,-1,-1,-1
332,0,1463.0,408.0,146.62,332.71,1,-1,-1,-1
332,1,1249.0,371.0,159.84,362.7,1,-1,-1,-1
333,0,1463.0,408.0,146.62,332.71,1,-1,-1,-1
333,1,1249.0,371.0,159.84,362.7,1,-1,-1,-1
334,0,1249.0,371.0,159.84,362.7,1,-1,-1,-1
334,1,1463.0,408.0,146.62,332.71,1,-1,-1,-1
335,1,1463.0,408.0,146.62,332.71,1,-1,-1,-1
336,0,1282.0,408.0,146.62,332.71,1,-1,-1,-1
336,1,1463.0,408.0,146.62,332.71,1,-1,-1,-1
338,0,1305.0,385.0,146.62,332.71,1,-1,-1,-1
338,1,1440.0,385.0,146.62,332.71,1,-1,-1,-1
339,0,1305.0,385.0,146.62,332.71,1,-1,-1,-1
340,0,1305.0,385.0,146.62,332.71,1,-1,-1,-1
340,1,1440.0,385.0,146.62,332.71,1,-1,-1,-1
341,0,1305.0,385.0,146.62,332.71,1,-1,-1,-1
341,1,1446.0,371.0,159.84,362.7,1,-1,-1,-1
342,0,1327.0,385.0,146.62,332.71,1,-1,-1,-1
342,1,1440.0,385.0,146.62,332.71,1,-1,-1,-1
343,0,1327.0,385.0,146.62,332.71,1,-1,-1,-1
343,1,1440.0,385.0,146.62,332.71,1,-1,-1,-1
344,0,1330.0,397.0,135.42,307.29,1,-1,-1,-1
344,1,1644.0,418.0,135.42,307.29,1,-1,-1,-1
345,0,1330.0,397.0,135.42,307.29,1,-1,-1,-1
346,0,1330.0,397.0,135.42,307.29,1,-1,-1,-1
346,1,1463.0,385.0,146.62,332.71,1,-1,-1,-1
347,0,1345.0,419.0,123.42,280.06,1,-1,-1,-1
348,0,1330.0,397.0,135.42,307.29,1,-1,-1,-1
348,1,1456.0,418.0,135.42,307.29,1,-1,-1,-1
349,1,1463.0,385.0,146.62,332.71,1,-1,-1,-1
350,0,1351.0,397.0,135.42,307.29,1,-1,-1,-1
350,1,1463.0,385.0,146.62,332.71,1,-1,-1,-1
351,1,1463.0,385.0,146.62,332.71,1,-1,-1,-1
352,0,1666.0,385.0,146.62,332.71,1,-1,-1,-1
352,1,1463.0,385.0,146.62,332.71,1,-1,-1,-1
353,0,1477.0,397.0,135.42,307.29,1,-1,-1,-1
353,1,1666.0,385.0,146.62,332.71,1,-1,-1,-1
354,0,1666.0,385.0,146.62,332.71,1,-1,-1,-1
354,1,1477.0,397.0,135.42,307.29,1,-1,-1,-1
355,0,1477.0,397.0,135.42,307.29,1,-1,-1,-1
355,1,1372.0,397.0,135.42,307.29,1,-1,-1,-1
355,2,1666.0,385.0,146.62,332.71,1,-1,-1,-1
356,0,1372.0,397.0,135.42,307.29,1,-1,-1,-1
356,1,1477.0,397.0,135.42,307.29,1,-1,-1,-1
356,2,1689.0,385.0,146.62,332.71,1,-1,-1,-1
357,0,1372.0,397.0,135.42,307.29,1,-1,-1,-1
357,1,1485.0,385.0,146.62,332.71,1,-1,-1,-1
357,2,1689.0,385.0,146.62,332.71,1,-1,-1,-1
358,0,1372.0,397.0,135.42,307.29,1,-1,-1,-1
358,1,1485.0,385.0,146.62,332.71,1,-1,-1,-1
358,2,1689.0,385.0,146.62,332.71,1,-1,-1,-1
359,0,1485.0,385.0,146.62,332.71,1,-1,-1,-1
359,1,1372.0,397.0,135.42,307.29,1,-1,-1,-1
359,2,1689.0,385.0,146.62,332.71,1,-1,-1,-1
360,0,1393.0,397.0,135.42,307.29,1,-1,-1,-1
360,1,1485.0,385.0,146.62,332.71,1,-1,-1,-1
361,0,1393.0,397.0,135.42,307.29,1,-1,-1,-1
361,1,1706.0,397.0,135.42,307.29,1,-1,-1,-1
362,0,1393.0,397.0,135.42,307.29,1,-1,-1,-1
